appearance_id,raw_name,designation_raw,case_id,hearing_date,appearing_for
1264,Vikramjeet Baner,A.O.R.,10399,2024-07-26,Petitioner
1265,Abdesh Chaudhary,Advocate on Record,10399,2024-07-26,Petitioner
1266,Rahul Kushwah,Advocate ,10399,2024-07-26,Petitioner
1267,Vaidushya Parvi,AoR,10400,2018-10-25,Union of India
1268,Archana Pathak Dave,Adv.,10400,2018-10-25,Union of India
1269,Shaik Mohd. Haneef,Senior Adv.,10400,2018-10-25,Union of India
1270,Varun Cahndiok,AOR,10400,2018-10-25,Union of India
1271,Vishal Khanna,Advocate ,10401,2019-03-11,Union of India
1272,Ajay Kumar Srivastava,AOR,10401,2019-03-11,Union of India
1273,Seshatalpa Sai Bawdaru,AoR,10401,2019-03-11,Union of India
1274,Chitvan Singhal,Advocate-on-Record,10401,2019-03-11,Union of India
1275,V. Chithambaresh,Adv.,10401,2019-03-11,Union of India
1276,Kapi Sibal,Senior Adv.,10402,2021-05-19,Intervenor
1277,Sughosh Subramanayam,advocate,10402,2021-05-19,Intervenor
1278,Ajith Williyam S,A.O.R.,10402,2021-05-19,Intervenor
1279,Bholle Taguru Pharmendra,Advocate on Record,10402,2021-05-19,Intervenor
1280,Saakshi Singh Rawat,Sr. Advocate,10403,2022-11-28,State
1281,Beena Victor,A.O.R.,10404,2025-05-30,Petitioner
1282,K. PARMESHWAR,Adv.,10404,2025-05-30,Petitioner
1283,Srisanya Bandopadhyay,A.O.R.,10404,2025-05-30,Petitioner
1284,Thomas O.,Advocate ,10405,2023-12-26,Respondent
1285,Gursimran,A.O.R.,10405,2023-12-26,Respondent
1286,Seshatalpa Sai Bandharu,AoR,10405,2023-12-26,Respondent
1287,Kapil Sibal,Sr. Adv.,10406,2022-05-21,Intervenor
1288,Sughosh Subramanayam,Adv.,10406,2022-05-21,Intervenor
1289,Sughosh Sunramanyam,Advocate,10407,2025-02-10,Respondent
1290,Soumya Sannidhana,Advocate,10407,2025-02-10,Respondent
1291,Muthu Ganesh Pandian,Advocate-on-Record,10408,2025-04-07,Union of India
1292,Abhishek Kumar Pandey,Senior Advocate,10408,2025-04-07,Union of India
1293,K. V. Kharlyngdoh,Adv.,10409,2018-02-15,Intervenor
1294,Rohit Vikram Choudhary,AOR,10409,2018-02-15,Intervenor
1295,V. N. Subramaniam,Sr.Adv,10409,2018-02-15,Intervenor
1296,Harish Kumar M,Advocate,10409,2018-02-15,Intervenor
1297,Aisha Thakur,AoR,10409,2018-02-15,Intervenor
1298,Viraj M. Parekh,AOR,10409,2018-02-15,Intervenor
1299,Bholle Taguru Pharendra,Advocate-on-Record,10410,2019-08-03,Petitioner
1300,Kynphamlin V Kharlyngdoh,Adv.,10410,2019-08-03,Petitioner
1301,Vinay Kumar Aherodiya,Adv.,10410,2019-08-03,Petitioner
1302,Polanki Gowtham,AoR,10410,2019-08-03,Petitioner
1303,K. parmeswar,Advocate,10410,2019-08-03,Petitioner
1304,Vishal Khanna,Advocate ,10411,2024-06-03,Intervenor
1305,Siddharth S. Chapalgoankar,Advocate-on-Record,10412,2024-02-21,Petitioner
1306,Abhinav K. Mutyalwar,A.O.R.,10412,2024-02-21,Petitioner
1307,Siddharth Mudgal,Advocate-on-Record,10412,2024-02-21,Petitioner
1308,Praveen Kumar Sharma,Advocate on Record,10413,2021-11-09,Respondent
1309,M. Sathyanarayanan,Advocate-on-Record,10413,2021-11-09,Respondent
1310,Jubin Prasad,advocate,10414,2025-03-30,Intervenor
1311,Bholle Taguru Pharendra,AOR,10414,2025-03-30,Intervenor
1312,Om Sudhir Vidyarthi,Advocate ,10414,2025-03-30,Intervenor
1313,Sureshan Kumar,Advocate ,10415,2020-01-24,Respondent
1314,N. Venkatraman,AOR,10415,2020-01-24,Respondent
1315,Siddharth S. Chapalgaonkar,A.O.R.,10416,2020-11-01,Respondent
1316,Somvir Singh Deswal,Advocate ,10416,2020-11-01,Respondent
1317,M. Satyanarayanan,A.O.R.,10416,2020-11-01,Respondent
1318,Abhishek Kumar Pandey,Sr.Adv,10417,2025-07-11,Intervenor
1319,Kynpham V. Kharlyndoh,Advocate,10417,2025-07-11,Intervenor
1320,Vishal Khanna,Advocate ,10418,2024-02-27,State
1321,Sureshan Kumar,Advocate,10418,2024-02-27,State
1322,P V Yogeswaram,A.O.R.,10418,2024-02-27,State
1323,Pratap Abhyankar,Advocate-on-Record,10418,2024-02-27,State
1324,Shekih F. Kalia,advocate,10418,2024-02-27,State
1325,Satakshi Sahai,AoR,10419,2018-10-27,Union of India
1326,Rakesh Agrwal,Advocate on Record,10419,2018-10-27,Union of India
1327,Akshay Amritanshu,Advocate on Record,10419,2018-10-27,Union of India
1328,Jasleen Kaur Sawney,advocate,10420,2020-10-23,Petitioner
1329,P. V. Yogesvaran,Advocate-on-Record,10420,2020-10-23,Petitioner
1330,P. Viswanatha Shetty,Sr.Adv,10420,2020-10-23,Petitioner
1331,Gopal Jaiswal,A.O.R.,10420,2020-10-23,Petitioner
1332,Rakesh Aggarwall,Adv.,10421,2024-07-06,State
1333,Aditya Bhati,AoR,10421,2024-07-06,State
1334,M. Sathyanarayana,Advocate-on-Record,10422,2022-01-02,Respondent
1335,Siddharth S. Chapalgoankar,Advocate-on-Record,10422,2022-01-02,Respondent
1336,Shrayas Bhardwaj,AOR,10422,2022-01-02,Respondent
1337,N. Venkatraman,AOR,10422,2022-01-02,Respondent
1338,Abhishek Kumar Pandey,Senior Advocate,10422,2022-01-02,Respondent
1339,Bholle Taguru Pharnendra,A.O.R.,10422,2022-01-02,Respondent
1340,Mahesh A. Jadhav,Advocate on Record,10423,2020-08-18,Petitioner
1341,M. Sathyanarayaman,Advocate on Record,10423,2020-08-18,Petitioner
1342,Srisanya Bandopadhyay,Advocate-on-Record,10423,2020-08-18,Petitioner
1343,Abhinav Shrivastava,Adv.,10423,2020-08-18,Petitioner
1344,R. Anand Padmanabhan,A.O.R.,10424,2018-10-13,Respondent
1345,Krishna Murthy,A.O.R.,10424,2018-10-13,Respondent
1346,Rajshree Chaudhari,Advocate-on-Record,10425,2023-01-20,Union of India
1347,Mukul Rohtagi,Sr.Adv,10425,2023-01-20,Union of India
1348,M. Venkatesulu,AoR,10426,2021-06-06,Applicant
1349,Swati Ghidiyal,A.O.R.,10426,2021-06-06,Applicant
1350,Aravind P Datar,Sr. Adv.,10426,2021-06-06,Applicant
1351,V. N. Subramaniam,Sr.Adv,10427,2024-05-05,Intervenor
1352,Bholle Taguru Pharmendra,A.O.R.,10427,2024-05-05,Intervenor
1353,Sailandra Solanki,Adv.,10427,2024-05-05,Intervenor
1354,M. Sathyanarayanan,Advocate-on-Record,10428,2021-07-19,State
1355,Anshika Verma,Advocate-on-Record,10428,2021-07-19,State
1356,Deepa Sinha,Advocate on Record,10428,2021-07-19,State
1357,Kapil Sibal,Senior Advocate,10429,2021-07-06,Respondent
1358,Aravind Datar,Sr.Adv,10429,2021-07-06,Respondent
1359,Siddharth S. Chapalgaonkar,A.O.R.,10430,2025-12-27,Applicant
1360,Gaurav Beniwal,advocate,10430,2025-12-27,Applicant
1361,Sankranti Pathak,AoR,10430,2025-12-27,Applicant
1362,Navkiran Bajwa,Advocate ,10430,2025-12-27,Applicant
1363,Yogyata Jhunjunwala,A.O.R.,10431,2021-02-07,Union of India
1364,S. Prabakaran,Advocate,10431,2021-02-07,Union of India
1365,Sabir Kacchi,Sr. Adv.,10431,2021-02-07,Union of India
1366,Mohammed Mulla,A.O.R.,10432,2021-09-20,State
1367,Akshay Amrianshu,Advocate-on-Record,10432,2021-09-20,State
1368,P. Venkateshan,Advocate-on-Record,10433,2022-01-09,Union of India
1369,Rakesh Aggarwal,Advocate ,10433,2022-01-09,Union of India
1370,Sanjeev K.,Advocate on Record,10433,2022-01-09,Union of India
1371,Subodh Subramaniyam,AOR,10434,2019-03-22,Respondent
1372,Adhiraj Shitole,Senior Advocate,10434,2019-03-22,Respondent
1373,Abhishek Kumar Pandey,Sr. Adv.,10434,2019-03-22,Respondent
1374,Chitvan Cinghal,A.O.R.,10435,2018-12-02,Union of India
1375,Rahul Kushwha,Advocate ,10435,2018-12-02,Union of India
1376,Abhishek Kumar Pandey,Sr. Adv.,10435,2018-12-02,Union of India
1377,R. Singh Chauhan,A.O.R.,10436,2019-07-28,Intervenor
1378,Muthu Ganesh Pandian,AoR,10436,2019-07-28,Intervenor
1379,Shailja Kulshreshtha,Advocate-on-Record,10436,2019-07-28,Intervenor
1380,Vikram Aditya Narayana,Advocate on Record,10436,2019-07-28,Intervenor
1381,Abhishek Kumar Pandey,Senior Adv.,10436,2019-07-28,Intervenor
1382,Kapil Sibal,Senior Adv.,10437,2025-01-10,Petitioner
1383,Gopal Sankarayanan,Sr.Adv,10437,2025-01-10,Petitioner
1384,Abhishek Kumar Pandey,Sr. Advocate,10438,2018-03-18,Intervenor
1385,Anant Shankar Tripathi,AOR,10438,2018-03-18,Intervenor
1386,Rohini Arora,Adv.,10438,2018-03-18,Intervenor
1387,Abdesh Chaudhary,Advocate-on-Record,10438,2018-03-18,Intervenor
1388,Deepinder Singh Patwalia,Advocate on Record,10439,2024-07-11,Intervenor
1389,Saurabh Vashishth,advocate,10439,2024-07-11,Intervenor
1390,Suresh Kumar,Advocate,10439,2024-07-11,Intervenor
1391,Mitlesh Kumar J Sha,A.O.R.,10440,2024-08-13,Respondent
1392,Mukul Roahtagi,Sr. Adv.,10440,2024-08-13,Respondent
1393,Akshay Amritsanshu,Advocate-on-Record,10440,2024-08-13,Respondent
1394,Mukhul Rohatgi,Senior Adv.,10441,2024-03-09,Union of India
1395,Sreekumar Chellur,Advocate,10441,2024-03-09,Union of India
1396,Om Suhir Vidyarthi,advocate,10441,2024-03-09,Union of India
1397,Aditya Saxena,AoR,10441,2024-03-09,Union of India
1398,Sughosh Subramanayam,advocate,10441,2024-03-09,Union of India
1399,Aarav Bhatia,Senior Advocate,10442,2024-01-20,State
1400,Abhishek Kumar Pandey,Senior Adv.,10442,2024-01-20,State
1401,Vikramjeet Bvanerjee,AOR,10442,2024-01-20,State
1402,P. V. Yogesvaran,Advocate on Record,10443,2019-09-01,Union of India
1403,Om Sudhir Vidyarthi,Advocate ,10443,2019-09-01,Union of India
1404,Rajeshk Kumar,Senior Adv.,10443,2019-09-01,Union of India
1405,Somvir Singh Deswal,Advocate,10443,2019-09-01,Union of India
1406,Chandrashekhar Kale,advocate,10444,2024-08-12,Applicant
1407,Siddhartha Dave,advocate,10444,2024-08-12,Applicant
1408,R. Anand Padnamabhan,Advocate-on-Record,10444,2024-08-12,Applicant
1409,Archana P. Dave,Advocate,10445,2019-07-03,State
1410,Subodh Subramaniyam,AOR,10445,2019-07-03,State
1411,Rajan Kumar Chouraisa,Advocate-on-Record,10445,2019-07-03,State
1412,Abhinav Sharivastava,advocate,10445,2019-07-03,State
1413,Rohit Vikram Chowdhary,Advocate on Record,10445,2019-07-03,State
1414,Prateek K Chadha,AoR,10446,2019-01-06,State
1415,N. vekataraman,AOR,10446,2019-01-06,State
1416,Yatin Khochare,Adv.,10446,2019-01-06,State
1417,Bholle Taguru Dhaneendra,A.O.R.,10447,2018-02-13,Applicant
1418,M. Sathyanarayanan,Advocate-on-Record,10447,2018-02-13,Applicant
1419,Sathvik Chandrashekar,Advocate-on-Record,10447,2018-02-13,Applicant
1420,Arvind Dattar,Sr. Advocate,10448,2024-11-20,Applicant
1421,P. Gowtham,Advocate on Record,10448,2024-11-20,Applicant
1422,Harish Kumar M,Advocate,10449,2023-10-07,Respondent
1423,K. V. Kharlyngdoh,Advocate,10449,2023-10-07,Respondent
1424,Asit Kumar Rari,advocate,10450,2020-01-04,Intervenor
1425,Arka Nandi,Advocate on Record,10450,2020-01-04,Intervenor
1426,K. Surendar,Advocate on Record,10450,2020-01-04,Intervenor
1427,Nitin Jangra,A.O.R.,10451,2025-05-24,Respondent
1428,Kapil Sibalm,Senior Advocate,10451,2025-05-24,Respondent
1429,Abhinav K. Mutyalwar,AOR,10451,2025-05-24,Respondent
1430,Deepak G. R.,Sr. Adv.,10451,2025-05-24,Respondent
1431,R. Anand Padmanabham,AoR,10451,2025-05-24,Respondent
1432,Gopala Kumar Vinnu,AoR,10452,2023-06-04,Union of India
1433,A. P. Dave,Advocate ,10452,2023-06-04,Union of India
1434,Sankranti Pathak,A.O.R.,10452,2023-06-04,Union of India
1435,Bhagatwal Dayal,Advocate,10452,2023-06-04,Union of India
1436,Ayush A Mehrotra,Advocate on Record,10453,2023-06-21,Respondent
1437,Prateek K Chaddha,A.O.R.,10454,2022-02-22,Respondent
1438,Yghandha Pawa Jha,Senior Advocate,10455,2020-04-26,Intervenor
1439,Harish Kumar M,Advocate,10456,2022-01-19,State
1440,Sanjeev Kumar,Advocate-on-Record,10456,2022-01-19,State
1441,A. Bhatia,A.O.R.,10456,2022-01-19,State
1442,Sughosh Subramayam,Adv.,10456,2022-01-19,State
1443,Anshika Verma,Advocate-on-Record,10456,2022-01-19,State
1444,SharavanMadhav K. P,A.O.R.,10457,2023-02-06,Petitioner
1445,R. Anand Padmanabhan,Advocate-on-Record,10457,2023-02-06,Petitioner
1446,N. Venkataraman,A.O.R.,10457,2023-02-06,Petitioner
1447,Abhinav Shrivatav,Advocate ,10458,2025-04-10,Union of India
1448,P. venkaesan,Advocate-on-Record,10459,2023-11-06,Applicant
1449,V. Chitambaresh,Advocate,10459,2023-11-06,Applicant
1450,Bslpragatha M.,Advocate on Record,10460,2020-12-14,Intervenor
1451,Arvind P. Datar,Senior Advocate,10460,2020-12-14,Intervenor
1452,Abhishek Kumar Pandey,Sr. Advocate,10460,2020-12-14,Intervenor
1453,Aanand Krishna,Advocate on Record,10460,2020-12-14,Intervenor
1454,Abhishek Kumar Pandey,Sr. Advocate,10461,2019-12-14,State
1455,Gulafsha Kureshi,AOR,10461,2019-12-14,State
1456,P. Venkatesan,Advocate-on-Record,10461,2019-12-14,State
1457,M. Sathiyanarayana,AOR,10462,2022-02-05,Intervenor
1458,M. Chandrakanth Reddy,Adv.,10462,2022-02-05,Intervenor
1459,Bholle Taguru Phaneendra,AoR,10462,2022-02-05,Intervenor
1460,Mohinder Dutt Sharma,A.O.R.,10462,2022-02-05,Intervenor
1461,Shivani Singh Varuna,Advocate ,10463,2018-11-15,Intervenor
1462,Aarav Bhatia,Advocate ,10463,2018-11-15,Intervenor
1463,M. u. Mahmud,Advocate-on-Record,10463,2018-11-15,Intervenor
1464,Shivani Singh Varuna,advocate,10463,2018-11-15,Intervenor
1465,Aarav Bhatiya,advocate,10464,2020-07-01,Intervenor
1466,Vishal Khana,Adv.,10464,2020-07-01,Intervenor
1467,Archana Patahak Dave,Adv.,10465,2021-11-14,State
1468,Praneet Day,advocate,10465,2021-11-14,State
1469,Sathvik Chandrashekar,Advocate-on-Record,10465,2021-11-14,State
1470,Kapil Sibhal,Sr.Adv,10466,2024-10-10,Petitioner
1471,Aravind P Datar,Senior Advocate,10466,2024-10-10,Petitioner
1472,Yashswini,AOR,10466,2024-10-10,Petitioner
1473,A. Bhatia,Sr. Advocate,10466,2024-10-10,Petitioner
1474,V. Chittambaresh,Advocate,10467,2019-07-24,State
1475,Prateek Chada,Advocate on Record,10467,2019-07-24,State
1476,Yashvardhan Shan,A.O.R.,10467,2019-07-24,State
1477,Joy Bajaj,AOR,10468,2018-11-12,Intervenor
1478,Arvind P. Datar,Sr. Advocate,10468,2018-11-12,Intervenor
1479,Akshay Amritsanshu,Advocate-on-Record,10469,2020-05-16,Respondent
1480,Kynpham V. Kharlyngdoh,Advocate,10469,2020-05-16,Respondent
1481,Akshay Amritansu,AoR,10469,2020-05-16,Respondent
1482,Viraj Mahavir Parakh,Advocate on Record,10470,2022-01-23,Intervenor
1483,Kapil Sibalm,Sr. Adv.,10470,2022-01-23,Intervenor
1484,Ajiteshwar Singh,Sr. Advocate,10471,2019-04-30,Applicant
1485,Abhinav Shrivastava,Advocate,10471,2019-04-30,Applicant
1486,Garima Prasad,Advocate on Record,10471,2019-04-30,Applicant
1487,Mala Venkatesulu,AoR,10471,2019-04-30,Applicant
1488,Percy J. Pardiwalla,advocate,10472,2021-09-14,Applicant
1489,Harish Kumar M,advocate,10472,2021-09-14,Applicant
1490,N. Venkatraman,Advocate-on-Record,10473,2025-07-28,State
1491,Sameer Singh Kachwaha,A.O.R.,10473,2025-07-28,State
1492,M. L. Sharma,Adv.,10474,2024-08-16,Respondent
1493,Abay Anturkar,Adv.,10474,2024-08-16,Respondent
1494,V Chithambres,Adv.,10474,2024-08-16,Respondent
1495,Sr N. K. Mody,AoR,10475,2022-08-11,Petitioner
1496,Rakesh Mishra,Senior Adv.,10475,2022-08-11,Petitioner
1497,Asoke Kumar Banerjee,Advocate ,10475,2022-08-11,Petitioner
1498,Hasan Sayed,AOR,10476,2019-06-08,Intervenor
1499,Prateek K Chaddha,AOR,10476,2019-06-08,Intervenor
1500,Swati Ghildiyal,AOR,10477,2019-07-06,Applicant
1501,Gautam Choudhury,Sr.Adv,10477,2019-07-06,Applicant
1502,Swati Ghildiyal,Advocate-on-Record,10477,2019-07-06,Applicant
1503,Praneet Day,Adv.,10478,2024-06-02,Respondent
1504,Malay Patel,A.O.R.,10478,2024-06-02,Respondent
1505,Abhinav K. Mutyalwar,AoR,10478,2024-06-02,Respondent
1506,Sabir Kachi,Senior Adv.,10479,2020-11-23,Respondent
1507,N Venkatramnan,AOR,10480,2022-07-19,Intervenor
1508,Ritwik,Sr.Adv,10480,2022-07-19,Intervenor
1509,Anu Chatrath Sr. Dag,Sr. Advocate,10480,2022-07-19,Intervenor
1510,A. Sahithya Krishna,AOR,10481,2025-02-24,Petitioner
1511,Devendra Upadhyaya,Senior Adv.,10481,2025-02-24,Petitioner
1512,Aravind P Datar,Senior Advocate,10481,2025-02-24,Petitioner
1513,Ashok Malik,Sr. Adv.,10481,2025-02-24,Petitioner
1514,R N Verma,AOR,10481,2025-02-24,Petitioner
1515,Vijit Poonia,Advocate,10481,2025-02-24,Petitioner
1516,Jasleen Kaur Sawhney,advocate,10482,2025-06-03,Union of India
1517,Kishore Kumar Kvd,Advocate-on-Record,10482,2025-06-03,Union of India
1518,Farheen A. Penwale,Advocate ,10482,2025-06-03,Union of India
1519,N. K. Mody,A.O.R.,10482,2025-06-03,Union of India
1520,K Pameshwar,Advocate,10482,2025-06-03,Union of India
1521,Aditya B. Neekhra,Sr. Advocate,10483,2020-06-06,State
1522,Saurabh Raghuvir Desai,Sr.Adv,10483,2020-06-06,State
1523,R. Anand Padmanabhan,AoR,10483,2020-06-06,State
1524,A. P. Dave,Adv.,10483,2020-06-06,State
1525,Aravind Datar,Sr.Adv,10483,2020-06-06,State
1526,Prateek Chaddha,A.O.R.,10484,2023-04-15,State
1527,M. Chandrakant Reddy,Adv.,10484,2023-04-15,State
1528,Sanjeev Kumar,A.O.R.,10484,2023-04-15,State
1529,M. Chandrakanth Reddy,Adv.,10485,2022-08-10,Intervenor
1530,Himmat Singh,Sr. Advocate,10485,2022-08-10,Intervenor
1531,V. Chittambaresh,Advocate,10486,2024-07-14,Respondent
1532,R. Balasubramium,Senior Adv.,10486,2024-07-14,Respondent
1533,Swati Gildyal,Advocate-on-Record,10487,2023-09-24,Union of India
1534,Vishal Khana,Advocate ,10487,2023-09-24,Union of India
1535,S. Prabakaran,Advocate ,10487,2023-09-24,Union of India
1536,Bhagatwal Dayal,Advocate ,10488,2025-09-09,Union of India
1537,Aarav Bhatia,Sr. Adv.,10488,2025-09-09,Union of India
1538,Aakanksha Sahani,Advocate-on-Record,10489,2024-09-09,Intervenor
1539,Muthu Ganesh Pandian,AoR,10489,2024-09-09,Intervenor
1540,S. Kumar,Advocate,10489,2024-09-09,Intervenor
1541,Sabir Kachi,Sr. Adv.,10489,2024-09-09,Intervenor
1542,V. Chithembaresh,Advocate,10489,2024-09-09,Intervenor
1543,K. V. Kharlyngdoh,Advocate ,10490,2022-03-30,State
1544,Kapil Sibbal,Sr.Adv,10491,2018-03-09,Respondent
1545,Mukul Rohtatgi,Senior Adv.,10491,2018-03-09,Respondent
1546,Bholle Taguru Phamendra,A.O.R.,10492,2023-08-28,Applicant
1547,M. Satyanarayanan,A.O.R.,10492,2023-08-28,Applicant
1548,S. S. Bandaru,A.O.R.,10492,2023-08-28,Applicant
1549,Rajan Kumar Chourasia,A.O.R.,10493,2019-09-05,Intervenor
1550,Mukul Rohtagi,Senior Advocate,10493,2019-09-05,Intervenor
1551,P V Yogenshwaran,Advocate on Record,10493,2019-09-05,Intervenor
1552,Alapati Sahithya Krishna,AoR,10494,2023-05-04,Intervenor
1553,Arub Ratan Dutta Chaudhury,AoR,10495,2023-12-17,Intervenor
1554,Gaurav Nats,Advocate on Record,10495,2023-12-17,Intervenor
1555,M. Chandrakanth Reddy,Advocate,10495,2023-12-17,Intervenor
1556,Satyendra Kumar Singh,advocate,10496,2019-01-17,State
1557,Abhinav Shrivatav,Advocate ,10496,2019-01-17,State
1558,Shivam Bajpai,Adv.,10496,2019-01-17,State
1559,Sheikh Fakhruddin Kalia,advocate,10496,2019-01-17,State
1560,K. Pareshwar,advocate,10497,2024-10-07,Intervenor
1561,Mohinder Dutt Sharma,Advocate-on-Record,10497,2024-10-07,Intervenor
1562,R. Sudaharan,Advocate on Record,10497,2024-10-07,Intervenor
1563,Deepak M. Nargolkar,AoR,10497,2024-10-07,Intervenor
1564,S. Prabakaran,Advocate,10498,2025-08-11,Applicant
1565,Ramakrishan Veeraraghavan,advocate,10498,2025-08-11,Applicant
1566,Gopal Sankaranarayanan,Sr. Advocate,10498,2025-08-11,Applicant
1567,K. V. Kharlyngdoh,Advocate,10498,2025-08-11,Applicant
1568,V Chithamaresh,Advocate,10499,2022-09-20,Union of India
1569,Arvind P. Dattar,Senior Adv.,10499,2022-09-20,Union of India
1570,Vibhanshu Dubey,Advocate on Record,10499,2022-09-20,Union of India
1571,Jandyala Ravi Shankar,Advocate-on-Record,10500,2025-10-28,Intervenor
1572,Shubham Gupta,Advocate on Record,10500,2025-10-28,Intervenor
1573,P. V. Yogesvaran,Advocate-on-Record,10500,2025-10-28,Intervenor
1574,Bholle Taguru Phamendra,Advocate on Record,10500,2025-10-28,Intervenor
1575,Gaurav Nats,AOR,10500,2025-10-28,Intervenor
1576,R Balasubhramanium,Senior Advocate,10501,2023-05-29,State
1577,Shubham Gupta,Advocate on Record,10501,2023-05-29,State
1578,R. Anand Padmnanabhan,Advocate-on-Record,10501,2023-05-29,State
1579,Vishal Khanna,Advocate ,10502,2025-10-24,Intervenor
1580,K. parmeswar,Advocate,10502,2025-10-24,Intervenor
1581,Subodh Subramaniyam,Advocate on Record,10502,2025-10-24,Intervenor
1582,Kapil Sibal,Senior Advocate,10503,2019-07-03,Union of India
1583,Rohan Kumar Santoshi,Advocate on Record,10504,2020-08-10,Petitioner
1584,Naman Vashishtha,Advocate ,10504,2020-08-10,Petitioner
1585,Akshway Amritanshu,Advocate on Record,10504,2020-08-10,Petitioner
1586,A Sirajhudeen,AoR,10505,2024-02-06,State
1587,P. Venkatesan,Advocate on Record,10505,2024-02-06,State
1588,Akshway Amritanshu,Advocate-on-Record,10506,2018-01-23,Applicant
1589,Preshit Dnyaneshwar Bagul,Adv.,10506,2018-01-23,Applicant
1590,K. Parmeswaran,Advocate ,10507,2018-01-30,Intervenor
1591,Nitin Jangra,A.O.R.,10507,2018-01-30,Intervenor
1592,Anup Banerjee,Advocate on Record,10507,2018-01-30,Intervenor
1593,G. S. Rathore,Adv.,10507,2018-01-30,Intervenor
1594,Payal Mitra,AOR,10508,2023-10-30,Petitioner
1595,Garima Prasad,Advocate-on-Record,10508,2023-10-30,Petitioner
1596,Siddharth S. Chapalgoankar,AOR,10508,2023-10-30,Petitioner
1597,Reena K.,advocate,10509,2020-04-21,Applicant
1598,Gopal Sankaranarayanan,Senior Advocate,10509,2020-04-21,Applicant
1599,Bholle Taguru Pharendra,Advocate on Record,10509,2020-04-21,Applicant
1600,Mukul Roahtagi,Sr.Adv,10510,2022-08-02,Union of India
1601,Abhishek Kumar Pandey,Sr. Adv.,10510,2022-08-02,Union of India
1602,Gopal Sankaranarayanan,Senior Adv.,10510,2022-08-02,Union of India
1603,Prateek Krishna Chadha,AoR,10510,2022-08-02,Union of India
1604,Velencee Kri,Adv.,10511,2022-10-12,Applicant
1605,Ramakrishna Viraraghavan,advocate,10511,2022-10-12,Applicant
1606,A. Sirajudeen,Advocate on Record,10512,2020-12-06,Intervenor
1607,Polankig Gowtham,AOR,10512,2020-12-06,Intervenor
1608,Abhinav K. Mutyalwar,AOR,10512,2020-12-06,Intervenor
1609,Sughosh Subramaniyam,Advocate,10513,2022-02-06,Intervenor
1610,Kapi Sibal,Senior Adv.,10513,2022-02-06,Intervenor
1611,Bholle Taguru Pharendra,AoR,10513,2022-02-06,Intervenor
1612,Prateek Chandra,AOR,10514,2025-08-19,State
1613,S. G. Prabhakar,Advocate ,10514,2025-08-19,State
1614,Chitvan Sighal,Advocate-on-Record,10515,2022-08-20,Intervenor
1615,Alapati Sahithya Krishna,AOR,10515,2022-08-20,Intervenor
1616,Muthu Ganesan Pandian,AOR,10515,2022-08-20,Intervenor
1617,N. K. Mody,Advocate-on-Record,10515,2022-08-20,Intervenor
1618,Prateek K Chadha,A.O.R.,10516,2023-05-31,Respondent
1619,Ravinder N. Grover,Advocate-on-Record,10516,2023-05-31,Respondent
